:START_ID(user),:END_ID(restaurant),review_id,stars,useful,cool
CIPIrvJOZkj41FYl9xzXgg,UBX73ZWgCdgom4nv0UeGvg,I8FCxuQjC6h9CqoMuFWLEA,5,0,0
Z8cmzi3a1tc1Z5RM9PANiw,lwJllJ5e4CLHdliOPEfgGg,asjj-w0_cbfmmiVQ1e1Awg,4,1,0
P-7VidyXqOGd6zBnT85pDA,YxRqBrepifOBU7KO4b4BDg,rmTk6GZELHxIoNIX-h8GXg,4,1,0
sMvo9l-_3uOMmUuC8X6wwA,lwJllJ5e4CLHdliOPEfgGg,wol8ehZlLwt9MBmvfZid5A,5,0,0
uTQSCY90E6jM-CXcRGSJEQ,YxRqBrepifOBU7KO4b4BDg,h67Opf9VEg0ngVTCWCpyZQ,5,0,0
VqipRiZGCEFfQKELUUzVvA,r19qAeTxkc-aes2UVt9v5Q,R0r__OcnnPGASuQYEeojWg,3,0,0
0TAmNppAB1AB_LGxy0iCWg,0y5x2QxXdeHvs_m0hoO84Q,uI_T3JQeOgOmpEY8SUfc3Q,5,0,0
UdR8WgDJBlB5ihKvafdglQ,YxRqBrepifOBU7KO4b4BDg,iE5QdfZX0iil-Fdv4OFz3w,1,1,0
X1BquFYJoqw4IOSy7FIhMQ,r19qAeTxkc-aes2UVt9v5Q,NGj9hSpY440hWGcdz16HTg,3,2,1
w_ulWOjbIYa0seIc87wkdw,0y5x2QxXdeHvs_m0hoO84Q,3VyGX9MP8qOXVdMSL5XouA,5,0,0
cFaHx-FkCnzdfF8BccukIg,ZraQzfGJfnVMbMXZwOQ7Vg,hE8rFaUOfGTHuUTqI5GdeQ,4,3,0
Qn8ELWw-hTRhIfmLvssnXQ,yTVTy75PHthgHH1ZcGVbZg,4Ye75z2kGil0vwGMkH_DBA,4,1,1
xqMB8_yS78PZvuJ0K60YOA,R5yCU9dJnGcXw3voSB7pKg,0-X78UGmrEC0VX4nsT5oyQ,5,1,0
nnV_uf4BLoI3TNj2U7JYSg,3N38Hwxvx2Azb2hyLb1vxA,ibutMlgwXNLW5eznxv5ezA,4,0,1
p6xY6WpaotqViS4IRkc1eQ,UBX73ZWgCdgom4nv0UeGvg,Ijp0hi_YxRX0IlP_Supo3A,4,0,0
6x3jkDPW4RpvdZtzhy0Usg,R5yCU9dJnGcXw3voSB7pKg,oBplGSBwLyGAKlONgjMprQ,2,0,0
DCVwZ6bCkoYZ3olPEROOeQ,UI396ToWHWXcDmILMclWcg,gt5vpdvt346R4zgfiyEtvQ,4,0,0
wHN0evQeDnoEHd0xzrwkBQ,UI396ToWHWXcDmILMclWcg,0_biWJZMbjnRECTxUD5taA,5,0,0
vE1GslD2FmYzZ-AZJpWOaQ,Wbq1ioousibK88FRw3PlDA,S-9LORyfDafNu6emX_QGXA,5,1,1
rQepa0pNnkT_k-V_zqiNmw,j1e3-hZkEX-mnxuujdKQig,5pzxew_n4WF_GXM00kKsPg,2,0,0
dWtH7WJwjIJtrlWhACeEtA,yK8LWJ4VRTYEoGxVYzcjQg,EiEaCqYkvpVqUw1cQGufxg,5,3,1
0cn61ou-_kByUiYqUFiMqg,VNf2NwMjjcYVBWGGMigTtA,OlGUQVvtbKXlFsLu3fOxow,5,0,0
1DazxUV9OBcjGd6N1OC0fg,r19qAeTxkc-aes2UVt9v5Q,-BrYQ3z0Emo7q-Z6jWovlQ,5,1,0
Ok0lItCCK1aBAF5SEaXByw,FjgPNVFrbL924rNUMm8nBg,SkeWMnFVWYO4IICopsyoIQ,5,0,0
cE-KPjGlyynv8UnVk-M3LQ,ZraQzfGJfnVMbMXZwOQ7Vg,onAFO8iSt9yAAibIRk7Cqg,4,1,0
vvM9Q_C6xaeY4Wa3IG4pRA,8MzZuGJVuA_HzzQ-QKDpTg,h4ABgi_zl1ie548v0wrYzw,3,0,0
l51ekQN61nwrcQzpVmVHFg,gemfdRJabGzAqfD1oLLC_A,h2YDjKLuioiHprXpsNJ2Iw,4,2,0
JNl_7DeDwpazGJz4awJo5Q,FjgPNVFrbL924rNUMm8nBg,dS9Rlb8PRBhX22vcDZ2Y0g,5,0,0
uwMwxsSu59ER1ld4cZqGiQ,lwJllJ5e4CLHdliOPEfgGg,7EtkUsBqiZ0OxD3K6MbSSg,3,0,0
wGihwyHDN41uCHjJydVkIg,UBX73ZWgCdgom4nv0UeGvg,EacRSKP66_Mspj2d80xxAA,4,0,0
m4n0QJQNaNe8LSbLr-sFog,gtOVX8hGKKIryQs0lGPt3w,hAKKC8DHu7buU9ccsixD7Q,1,1,0
fsavy60lSVeqwW09VsUEbQ,FjgPNVFrbL924rNUMm8nBg,0c_kLrxYsmREVY_gVEkRjw,5,0,0
kGMRQZ5cN6QpkM88l4GRkA,VNf2NwMjjcYVBWGGMigTtA,eiEcc5oRUS9uofoVWGSTNg,5,0,0
yQH3Ewi_b3YpOfnkRttblg,TlaXeIvS_0yQhjWTLHCLSA,uEe587FwHwRYY1U5uYchzQ,5,1,1
dQsGEk72xibcJEAL-SNDtA,yK8LWJ4VRTYEoGxVYzcjQg,Obs_6rnqJkSX1D5mswLpJQ,5,1,1
AjGyKyt1NRz_WjcoTLR8Mw,ylkgMTVWMvliW9x-XlbjvA,nh95cQ9_F7-TFgT6IkZg0w,5,1,2
lQElPJCFFfhfFbGruHQNaQ,R5yCU9dJnGcXw3voSB7pKg,r_kc2JvTRIxk9WIkXuQkOw,5,0,0
NMmYuXTh3bsN3lwGcq9kJQ,lwJllJ5e4CLHdliOPEfgGg,7z9pt2tos54SAEoKwmuhnw,3,2,0
KZojeg0rEdisrNq05KB0_Q,jVJdCT5lD-DT0LuH1OGVNA,3aIUhEaokDhOyRTRXBWIJQ,1,1,0
0bjd1N5QyFNTsHYUmFDBBg,UBX73ZWgCdgom4nv0UeGvg,bY3UethwmHh24kszG3utEA,5,0,0
3-U9SLlndyQ8M9svD7mwCQ,UBX73ZWgCdgom4nv0UeGvg,_xNkSXdXJL1t6OQcTk5O3Q,1,4,2
7amhuurGYC1KhpSWG77z-w,3N38Hwxvx2Azb2hyLb1vxA,NtQSAl8iXtO212SHVD6OAA,4,1,1
dGni31SIdODnpG2RHG8qDQ,lm-KtpMuHoPVCkC7zpr_xg,rM789qsNT_xnV4KsEGg1OA,5,4,0
-G_QD5jJf5AD1yS4sAdsWw,FjgPNVFrbL924rNUMm8nBg,B8V3X-vK2Jw4SkuX3Ots7w,5,0,0
rw47Z0TuHaG1cCwUMXNnWQ,Wj2Rb6wGmejjYuZgRpNuNw,RQIKSCHAUovk3k4YJhhvuw,4,9,0
sDCVnuBRaGwNL-LUtAWiNQ,UBX73ZWgCdgom4nv0UeGvg,-UkT2SRBROwtruPiNVpe1Q,5,0,0
Sxar63y7w3LCo3XJImTbcw,yK8LWJ4VRTYEoGxVYzcjQg,Hob1C_aDwHQ_ZA-avn4-4A,3,0,0
dMrOkwRu7-lbzARx6g2cNA,5L918sNOVHcCJKZ7RWATBw,ZbOEoafwoitUl5JLMcnohA,5,0,0
qi5fD6dXlOH_MWWXiVj04A,HQdoy8OpEuGKM_Op-ovHFQ,pvMgWcya7Jdn7UtwTP-clQ,1,0,0
KNXbJ89SpGDr6u06U5RGfg,-eKoPT80NewUNc2h-hevdA,CDV3MvzFYN3ReD-9DvdWug,5,0,0
U_mU5okEQPJ9wrLQW7b1SA,DZUZbsr-a_59zjjPY8rGKQ,aZB_2jUEO8T5lobF73HDfg,5,0,0
HqXrkONJngrJdzn8BE9_ag,yK8LWJ4VRTYEoGxVYzcjQg,mbs9kcrcKuNIGBL1cvWR7A,5,0,0
0gce3xP4ddqSFzQDX_D83g,CLUKvU_lTOcCQi6_24lzOg,kqoF8qx3swZpsm4yVF-I-A,4,0,0
84btuL53C3iZxztPPcCcGw,Y9wxA_5Mwnax3dTLTXxEZg,V3TwZwjP02uepPqUULnpWg,1,0,0
O29xIf-F6q9F0a80dJAfLw,5L918sNOVHcCJKZ7RWATBw,kEsGWZlAbbhOHIJIiAQA-A,3,0,0
8RFa8H_qkbWyRTQ9ecx7mA,-KugJyLmuTECAE121jsCkg,quG4tdEoMRxg4MhKnsBtYw,5,0,0
mIQ-xNUF7Q8LaZVS30BAwg,DZUZbsr-a_59zjjPY8rGKQ,ge829A0WnsNVz5rdVUcYRA,4,3,1
woPtGRk36ZILhHGGnyiPJw,CLUKvU_lTOcCQi6_24lzOg,CBDt-4QxPU8coXOc-pxIdw,1,0,0
_fve2DDscsVRkkJ0wb4BiA,R5yCU9dJnGcXw3voSB7pKg,G3NnVh1AGFx5NaMvEjoxRg,4,1,0
jtC3V6FoM-HtYDjFacsOug,QgJv-WSd5IdYTYIaS_RRxQ,FkL25YI9yt0aleNJQgbbVw,5,3,0
s6tYxiIo_Cimz8dX_GQo4Q,UBX73ZWgCdgom4nv0UeGvg,M2TjnpFM_7kSRIMelCAM7w,5,0,0
bCmOH5WRgd8MMLsz_jlfQA,ylkgMTVWMvliW9x-XlbjvA,DPdI2uOwTlQlWf3mQ2DdHw,5,0,0
eGuhtZW7rVgVDLO_pUNXdQ,Wj2Rb6wGmejjYuZgRpNuNw,sq3PX7eCgCRPqt5D2g3lrg,1,0,0
a9wSA6-WZZLl6hPVjNRUaw,YxRqBrepifOBU7KO4b4BDg,d_XUB9GRjwIZjW5CcJNhEA,2,2,0
VQ3J0tYADb5SjCqUiU0StQ,ylkgMTVWMvliW9x-XlbjvA,OE8_GQlm3PUELbkL3bewkg,4,1,0
z14uKCFvgaWZKQu9ik-FcA,UBX73ZWgCdgom4nv0UeGvg,gWRV1CndU1gohMWDJo9_fQ,4,4,0
DRxzj0ZarjX9wFg4komZdA,gemfdRJabGzAqfD1oLLC_A,PlWYTJ4T27J3NJRNAvMm8w,5,0,0
v0xZ8q6i-m4QRoZJpu0YSQ,5L918sNOVHcCJKZ7RWATBw,_uvzwRWc7rb-HdWxao1xXw,4,0,0
oEc10VgOgDb2h3GpDeSAlw,I3yzZhtKfRMuUHWHDBqHGA,tpPQDJyliwPM4rTa7UvSTA,5,0,0
sjhfo0pdn2zCAYTFChWevQ,5L918sNOVHcCJKZ7RWATBw,ZSZC0gSfy4V7WjQ2MMADjg,5,0,0
jnP_wqOZGUsWVMwNH5jD0A,ZraQzfGJfnVMbMXZwOQ7Vg,a8-gvuQ-6xbOrmn406T-Dw,4,2,0
CYlKVYqh-hYRfCxQLTUBTA,yTVTy75PHthgHH1ZcGVbZg,Fk-w8Lsd1-KOfIQZ0bSi7w,2,4,0
6Rd-Oz0Iqns4_9NIhG9blw,3N38Hwxvx2Azb2hyLb1vxA,r2h__u60DMOEIOfjOGhzCQ,4,1,0
TAEC8CVQr_k0tqq4T2CJLw,QgJv-WSd5IdYTYIaS_RRxQ,rPMUPQ22kL3omJdChz4wZg,3,0,0
1Np1-o0ZQbgkysswawBaAg,ZraQzfGJfnVMbMXZwOQ7Vg,2f1OocCpBQRKzrp8ekQTMQ,5,1,0
Yy8JcvtMoNajJJW7k-y4MA,YxRqBrepifOBU7KO4b4BDg,Rmml3aP4UYp8NusAEi-ljA,4,2,0
r4_XcrRt08sADOdIT5ex3A,alM80dgR9izB_svltTw1Nw,ZxlhQqhxTfz1OPIpTmFJsw,5,0,0
SsaCz27RhtgGFzjKfpSQhg,5L918sNOVHcCJKZ7RWATBw,sVIG5bBMwMrM8oftziOxng,1,0,0
X1BquFYJoqw4IOSy7FIhMQ,ajFL2FsdDZQwwpiOVeh1nQ,p5uIhG7hajVGQiT_OC-NrA,4,2,0
Gf_0Ez6VNPKPym9omWvysg,alM80dgR9izB_svltTw1Nw,Jt87CECqGyQp5TGIV6RqTg,1,0,0
HQwOjVe11nPy-Q-q-20V-Q,yK8LWJ4VRTYEoGxVYzcjQg,dcvdQTUV7C5pZtarG-xWtA,5,1,1
GsAB2Vs0mPBs5QVDPNLhiQ,CLUKvU_lTOcCQi6_24lzOg,ge6fUZovKYifG7r8MbAy0A,1,0,0
6zLNK1-eyFdvJhbtdzgliA,FjgPNVFrbL924rNUMm8nBg,6IXeDmWlxRLrGSt2se2Pww,5,2,0
RJM1vCKkzPXS6U8gOxD0pQ,yK8LWJ4VRTYEoGxVYzcjQg,FF5yn0rQbA_3YQzTLQSKsQ,5,1,1
spMm2Q7P877EbdlZULHtUw,HQdoy8OpEuGKM_Op-ovHFQ,4-6bha6Lralf2TJ3ZHRL8A,5,0,0
7yA1eM8IyKFa8zJxQfUFng,gemfdRJabGzAqfD1oLLC_A,E5gQpgDsBJ8bg9cDvyQyTA,4,1,2
UowFLvaCzVI_77zhlT2STA,4To3eljiM2DlF-D7Fih8iQ,VJlxRVsufutfUnStT9cYKw,4,0,0
nAfh5ibrq2q2BBWrg5fzxQ,QgJv-WSd5IdYTYIaS_RRxQ,GKZbxDfiPhRjIQKl5b_3MA,5,0,0
B9iPTih0dmpZn6fRyZnLLg,UBX73ZWgCdgom4nv0UeGvg,OqEIhaeMFNppi_lOLGniYw,5,3,2
GF7aBTGungb_JS9wzSCz5w,R5yCU9dJnGcXw3voSB7pKg,DJv2isxgTc1Hp1_NRMXYuw,5,0,0
pF7ZCQEi7wk-PfhtW9Br2w,QqN7cWY8DerAsL7kW01UcQ,XROApDG-gqFnElzmjLf5Aw,5,0,0
FMc-4ikHED2uzf6ADPX4oA,HQdoy8OpEuGKM_Op-ovHFQ,_Q8ETUO_UAULwDsT-yXRTw,4,1,0
JiWvHFQU2tgr1UpTY5ZOvQ,DZUZbsr-a_59zjjPY8rGKQ,L6abSbpydjwdNR2lXTmyZg,5,1,1
4UymiJaju14Fq3W_U-QHxg,CLUKvU_lTOcCQi6_24lzOg,TPbEMYFq_MaxT-Mcr2ORgQ,5,1,0
C6R-tO_1saKCSXRXpj4lIw,Y9wxA_5Mwnax3dTLTXxEZg,lXx4c5C5ptbtog1fn298JQ,5,0,1
qEQob9pzNanp9BZbCiUUwQ,lwJllJ5e4CLHdliOPEfgGg,kBGMP7znW9hA0Sopyw_mbQ,3,1,0
wmqsehbFirZPlAluJUakeQ,r19qAeTxkc-aes2UVt9v5Q,oH7CKLUgKeMZd9udxlwGag,3,0,0
uvEIDVQx3gctkUTBarAEng,UBX73ZWgCdgom4nv0UeGvg,MLGj37YHD0o7lrsGrB0sbA,4,0,0
8TQ4QWrbS6nKvQAjvQMbug,UI396ToWHWXcDmILMclWcg,H1xGXp1bO-Gva4v6_aVhkg,4,0,0
8TQ4QWrbS6nKvQAjvQMbug,VcwdSsoGhQAwo7Th3MWBOw,sDRMpYbHnhRzuqDuX_YxNQ,4,1,0
7eQRfN-uT93VCSgJTveFFQ,yK8LWJ4VRTYEoGxVYzcjQg,1FmHWPhxj72LQGnK0ElADg,5,3,3
9irk8FwFxqYqrPl6Zt3Zwg,v1VKIvac73Fxt6BMiuKiTA,cK7yuGO26i5CgP1U-07m5w,5,0,0
1Np1-o0ZQbgkysswawBaAg,X0lMkTXVs3PLcyKzQ6GTcw,LerjYuO3OVZXTvuGbeIXsA,5,0,0
zZnqYvA3pXZA1pkyMjNfjg,i0Q1qSWUsyMJcbcTNJBtIw,g9YzAgM3HgYjfjZYUjDoyg,4,1,1
5DkBpIduGiktdQ2aNqI_bQ,ylkgMTVWMvliW9x-XlbjvA,51lV47XVMhYuwfOkUQ6VyQ,5,0,0
Ac-DOu9hJHI4V3M3JtRWow,YxRqBrepifOBU7KO4b4BDg,UwSisadzCifNWrPSgmWLKw,4,0,0
YCeiSxfwnltbhIJsRRIL8w,R5yCU9dJnGcXw3voSB7pKg,8JjsCQtJnDGfh3KMa0yLXg,5,0,0
tvMUtQjBTuakg_Y6G-TUzw,UBX73ZWgCdgom4nv0UeGvg,ns003c-N2IWqBaDPje0EMw,2,0,0
dvvif5WRK-ZnoxxjNInoIA,uPngSFlKQmQT3v8h8aTwmA,vmpdjo0uvT0XFJ0tdprXTw,1,0,0
lxlrxtQ6e-PYdE5hSLzxJQ,R5yCU9dJnGcXw3voSB7pKg,1v2NyLlTc50WDlX3fFCoBA,5,0,0
oRV_mXdXXmuxapk63_tEhA,5L918sNOVHcCJKZ7RWATBw,BlfM-hKQdh2hikg5zyLYzA,5,0,0
Ra5oJTbYnRKLysySLBHYaQ,yK8LWJ4VRTYEoGxVYzcjQg,Mfjnom4wMKo5iP6bDJlQnQ,5,1,1
s9wPpM3DIceER-AZllqmmQ,UBX73ZWgCdgom4nv0UeGvg,fVscDWomjP8jGuWCjWUf_w,5,1,0
0CkEdGElerg3KGqjXwNfow,UBX73ZWgCdgom4nv0UeGvg,iO4nm5suzbW9-2SwpBRs8g,5,0,0
8uvI1dyTW1ctBApewh7j8A,DZUZbsr-a_59zjjPY8rGKQ,EGTIxQ5Zra3qMGLdBoiPdQ,3,0,0
dv_WIlwOqaxeBw2QSiaeDw,0y5x2QxXdeHvs_m0hoO84Q,LpBh4R94q4OJYq4TWQj7JA,5,1,0
8TQ4QWrbS6nKvQAjvQMbug,YxRqBrepifOBU7KO4b4BDg,QRFUiRUGWGHV52bIbgaHgA,3,0,0
8IhlfdOCJX5XxaXBXdpHuA,UBX73ZWgCdgom4nv0UeGvg,oRW_ijDsY9vkgmxERS0_RQ,3,0,0
NdIuevq5RxeaIdAM74-5_Q,eZV80xPOehww63KQWdrviQ,IVpjRyVTveGEw8uKLNzK5g,4,4,2
bLExtD9QhDhyyaJf-hT5NQ,hFMud7XDefdWM1d-p1B2dQ,y_gRz9Ydc5iLLLA3HXyUJg,4,0,0
y5qEpAfJQaOjjG8ZJWrp6w,Wj2Rb6wGmejjYuZgRpNuNw,8AocOXpfIwhs_er47lirVg,4,4,1
uV7zlAc93MEA_7ZtdiM1dw,Ve1V5bBuUCz_aB0K5s0x_w,xBhTGkjquMIgEhsk_IoRdQ,5,0,0
R2P0zEHq7q_XIDd3TkhfvA,5L918sNOVHcCJKZ7RWATBw,yvLkzO7HcSOmHvkOVeIKbg,3,0,0
aEsJe_Tj5G18w2qetIUDOA,QgJv-WSd5IdYTYIaS_RRxQ,sf_O0oGPCCVHnK6rXY9AMQ,5,0,0
tGvOwNf8RxPTNFN9PdSNPw,CLUKvU_lTOcCQi6_24lzOg,h6q9lk5PKBlvl7IYnaDhag,4,0,0
5yvIPZbpirxBsk4Ayz0Sug,QgJv-WSd5IdYTYIaS_RRxQ,bbkKiZwv187rI3WQaudEyQ,5,0,1
r4_XcrRt08sADOdIT5ex3A,FjgPNVFrbL924rNUMm8nBg,o5Oaq_jxy-rMJK27DFFzjQ,3,0,0
i2UgsUUAMrlZqwuaOvt65w,UBX73ZWgCdgom4nv0UeGvg,-Pt3ww49ytDO1NkOWqS2PA,4,0,0
cRgH-K-pUpZdEdWQreX1Yg,lwJllJ5e4CLHdliOPEfgGg,hOcOv61apeM5WU2TMhk_pQ,5,0,0
0jG8jIMK_61QovBdCiA_2Q,alM80dgR9izB_svltTw1Nw,CbMhIGj47SV9t7uu6lhwvw,4,4,1
ctmxa8HxqLJDE1wvEmElJA,UBX73ZWgCdgom4nv0UeGvg,Blaq6q8W12J18XwKbTVdKQ,5,0,0
5CQnn8U3j9ikdsmcWHw2-g,Wj2Rb6wGmejjYuZgRpNuNw,XE_2VW_TN5MXAuC-gPUV1g,1,2,0
8vOYRdOpxEcxK17DA4-6eQ,alM80dgR9izB_svltTw1Nw,lUkvtFMe0DLFcz9_fHe4zw,2,1,0
rWmxmNoPT6EuhcNATV--Vg,QZjoE2z7MwKZ8JvzUNzGzw,CHSKDtzsEZwkU9nShdGS4w,5,1,0
Vij4cJxKTczB15pf68_tqg,UBX73ZWgCdgom4nv0UeGvg,pVZy5tHsqKJY_dvpHI4Wfw,4,2,1
JTpG61BN02vDJUUlCPbwBw,8MzZuGJVuA_HzzQ-QKDpTg,GS5xrn0wQmB4RQsKNLH-bg,1,0,0
OhcSij0yuNPUqcHQY5-oIg,yTVTy75PHthgHH1ZcGVbZg,d38eel0xGkpPJ2YL9ynpsg,4,0,0
0QAGjHdS_fst3OSfcO5IKQ,yTVTy75PHthgHH1ZcGVbZg,HClYwghG-eXMcYBmoHZDAA,5,1,1
r4_XcrRt08sADOdIT5ex3A,alM80dgR9izB_svltTw1Nw,Wp8BqfShWAjknLk2feaggw,4,1,0
ff0EPXz4NEuSXD0lJjfGcg,lm-KtpMuHoPVCkC7zpr_xg,OXtPurTaKHIbej9OXr5KCg,3,1,0
cFaHx-FkCnzdfF8BccukIg,MPuoLAmmBvijfXC7JEUsFw,esn3_kdZS_K65PaPc2fvJg,4,2,1
k4hic5RABnLdD-Pwq2Cpng,3N38Hwxvx2Azb2hyLb1vxA,lo5mDoGzdtFOhKNVfqEHvQ,4,1,0
X1zxdvDYNGUCZktXqzOQnw,lm-KtpMuHoPVCkC7zpr_xg,BrZ6umljZbgydb40NfSt9w,5,0,0
-iJuysIfZ0KBjxrjY1GxVw,TlaXeIvS_0yQhjWTLHCLSA,BUNuHmRk3xLxURK1h1Wb8A,1,0,0
9ldTrijY6lU7XvgWiSYJIA,j1e3-hZkEX-mnxuujdKQig,YQ_wl_SvxdkJ6GTF4Q8R0Q,4,0,0
SMKtHmMNVhHdmsCD_qwD2Q,yTVTy75PHthgHH1ZcGVbZg,jzxxwwRmoblNt5I9vv7M5Q,5,0,0
XnbGrJNw0wglmqXekW138Q,5L918sNOVHcCJKZ7RWATBw,lYScli7VAqwrPWePl52CfA,3,2,2
aSkP_BL_DRexxTOUka_doQ,8MzZuGJVuA_HzzQ-QKDpTg,r-vJ737XrKvBxCALumpDgA,1,0,0
oRafkFmvH7qp-z_rsFXdTg,hFMud7XDefdWM1d-p1B2dQ,o5MeBve41cl7rV6Z_NaD_A,4,1,1
1DvijMAtdPd1VhJUV7aTDQ,FjgPNVFrbL924rNUMm8nBg,5EJJ5X4NA6ueUh5DxjSYwA,5,0,0
0aZBtOfadnwk146wcH-cmw,UBX73ZWgCdgom4nv0UeGvg,YNDyntBPpcyFUodBRS1ODQ,1,1,0
YQNkffqdzMhsRXiK5AnUNg,yK8LWJ4VRTYEoGxVYzcjQg,_30umJtlcFSocxrGqQWiCA,5,1,1
EXHMgASjZxl-svdB1wCXtg,ZraQzfGJfnVMbMXZwOQ7Vg,1pvkj6Y_hr3eH-BjHkhU2g,5,0,0
sV-szMF3EbtBzaHj9lCV6w,Y4nL9U-1fJmGAs5iTlSIXg,w3RQCD2UhI2E_BgnqTGHAQ,4,1,0
rAgCPqxaQKgd7XQVhePBeA,WroosnY3U0t_Lg1U_3s8AQ,z3VZ7GupuT28c1a7eBzf7Q,3,0,0
WYf-FHrECL0ZGITACreNBA,5L918sNOVHcCJKZ7RWATBw,tkj9QuuwMRKYOPnbJFBEkw,3,0,0
vGdomv4TD2zvQitKFOxz7g,3qRDGcBOcfFnEfAzVLO6oA,TuAzUXu5LXDTbK4ZJ-bECg,5,1,1
Z2BMCXaVGqikH9Ad0DW8bg,gemfdRJabGzAqfD1oLLC_A,ae7CeNa_qX1z171o5CI-9A,4,2,0
SNMkSpTy6buAfhKx6NSNJQ,5L918sNOVHcCJKZ7RWATBw,VJBrQxmAUy_66GNnsFGplw,4,0,0
AE51IcgefhXn5UVgk8n7gg,alM80dgR9izB_svltTw1Nw,wuRrOg22SCUB60iO-kvp_A,5,0,0
gh1o7h6VhwmSYZzenTkD0w,TlaXeIvS_0yQhjWTLHCLSA,Fv63CczOiyB2s0zTEAbiZg,1,0,0
GE47rtYc93U7MqC6JxNlGw,ZraQzfGJfnVMbMXZwOQ7Vg,pWtO8XadEzpraJqMbxYzPg,4,0,0
mczkZUn8SKV7zt4rEaYChw,UBX73ZWgCdgom4nv0UeGvg,BQGjAcN0DMf4cWhV2DPhZg,3,1,0
9OreoZMQ4cd_K4s-fiGUmw,HQdoy8OpEuGKM_Op-ovHFQ,-PMHhdTaCDtjmLovZymwPg,4,0,0
5nW3_FU6FRRELvyqaKEe6w,ACVar6kJC_P2aDHDBx6N_Q,clQx-aVLCirnyBZq0KqnZw,4,0,0
y1d-b-DIFSv7tLFM1X1z_w,UBX73ZWgCdgom4nv0UeGvg,QyxbVyqU3r0ywz-_zyrt-A,5,0,0
-bbtJTohokk9lP2ERBEOlg,X0lMkTXVs3PLcyKzQ6GTcw,UWQpJowEjPXSF5e7NsWRTQ,4,3,0
TRgniM0lflOI0SAorpTAow,yK8LWJ4VRTYEoGxVYzcjQg,UJq2Lupt6gTMH-uc4fvHhw,5,1,1
S3Bm6XuNZ-AgwwGURiHy1A,YxRqBrepifOBU7KO4b4BDg,mStDpzfc-gKwrLtb616T9w,5,0,0
KZeevXlrB1LDgjgsPwVS2w,kFx4Nq2WhoIlCx7Adrzo8Q,zy_6z-yPf73f1TEFmy7X3g,5,0,1
ES-WvATjZylnoamV2b00Aw,UBX73ZWgCdgom4nv0UeGvg,khtFpPjguD1QpbIt53Wh_g,1,2,0
0eUkAfvKJ216xNMziD6pJQ,Y9wxA_5Mwnax3dTLTXxEZg,Ei4S7oJ8tvuKRtu9P1p35w,5,0,0
s60dgKMH0lwgAqu7RYDGMA,4To3eljiM2DlF-D7Fih8iQ,jMFOurnuyrui9S3sLrTDKw,5,0,0
gF9BKX9fuTPQL-EFvSok2Q,HQdoy8OpEuGKM_Op-ovHFQ,l1hrY7z8QGgv_grLvJhJJA,4,0,0
5foDVJ_8endantDFLDXsLQ,yK8LWJ4VRTYEoGxVYzcjQg,nZ5boEvwoBz3XroUQvLsug,1,0,0
hQuHMy1eNp6FF9_lckP7NQ,lwJllJ5e4CLHdliOPEfgGg,KNqnAj0yjJY4Gqe-V_9hwg,4,0,0
zZRE8S7Lz4oHUmq63CbWcw,lwJllJ5e4CLHdliOPEfgGg,NXSJKaZFd9eYF5bOqSTSQQ,3,0,0
cleOWOFKGYj5IY4EYjgMLQ,j1e3-hZkEX-mnxuujdKQig,dDZa4FApig4aCdHyfdnC6w,2,0,0
cyxRZr8_iYy3Kf7u_6t-ww,yK8LWJ4VRTYEoGxVYzcjQg,luDenqeTVDtwCMQBLGgWnA,5,2,2
7RXO2dJZk8ZalyVNPW8DOw,5L918sNOVHcCJKZ7RWATBw,-Wd_BzyDKO-EgCEuPwYdrQ,4,0,0
LvyW_AQfePZx92j5tQI0fg,CLUKvU_lTOcCQi6_24lzOg,cMJ0TkT8dnQZDgF1FxcJrQ,1,1,0
cwETJxeMKzXbve_9CvsOPg,UBX73ZWgCdgom4nv0UeGvg,CaP_xr5K3p4_0nGBmmWg_Q,4,2,0
bKDQf1aYJHnmzF8C9OIU0w,UBX73ZWgCdgom4nv0UeGvg,H85DRFjDJ6jgUaN89hS-tw,4,1,0
CVnh00l-cdhXGHLZHFuzLw,HQdoy8OpEuGKM_Op-ovHFQ,qXTNDMCbDkOrFH2BKNzLSA,4,0,0
vTT2yFFMD1KezTeMTjGqQw,eZV80xPOehww63KQWdrviQ,14nt5Z0Xamrc0PsrQAWJOQ,1,3,0
nFJAaqZ84bZ1oq1f4r3-uw,ylkgMTVWMvliW9x-XlbjvA,pC0-OFEuAEKBbSZ9vK_KDw,3,4,2
uV7zlAc93MEA_7ZtdiM1dw,UBX73ZWgCdgom4nv0UeGvg,XKxTlKhOzPKekzLOLXyJtg,5,0,0
Teq0CTvbJ1X1vLWP1_b4Iw,5L918sNOVHcCJKZ7RWATBw,qAk0vuqNv3SwPA37YInPxQ,4,0,0
5eiLUiKhnbVteCkqKGYl8Q,ZraQzfGJfnVMbMXZwOQ7Vg,ATUadaT0RUC5yvuj1iPOJQ,5,1,0
k7_fBPpR27g7rdECnaHVPg,5L918sNOVHcCJKZ7RWATBw,6Ny4ZM8zysQHoRqp_v9IRA,5,0,0
CMz7Cwa4mssmQLTPFdHl7w,b9bzEYHseU0ceo7-0XaXqg,ljh4C66gIrGgUSHHvMbnVQ,4,4,0
