user_id:ID(user),name,review_count,useful,nb_friends,fans,friends
8gW6kuA4ao2iknQEEyUkkw,Ebony,602,1472,14,98,"['63hpZgj7peTKizDs4zeKZA', '7ZauzmeTHuR-8FqnmJbOtA', 'k2yXmivnUzjYMH61uF2Dxg', '-RGgPpj05cxxcVVq28rIXg', 'e7E2k5ELnXliJk5FNE41JA', 'pbCb0Tz0KQ0kkgaxzhWhoA', '-NbeVN5tnwdyYAvdNkKMjw', 'lRRuTimITgwzoXLIM3g9qw', 'tQs0iRD0bOtcI6Mcypxy4w', 'tgeFUChlh7v8bZFVl2-hjQ', 'JzP98ahJzQEy9VZwq2JR-g', '47K1MpOBhigOvjuBcDbm7Q', '-Dwc3cGvBhEaScMw8sLWLA', '444c6Zoj1sKeWE-mdxJKPQ']"
YIylEhQBnFkyGi6V2McT_g,Victor,94,234,2,1,"['M4t4iuq_VtheOHSr0FNlUg', 'YrxvAP0Nz5_5NebKUwWA_g']"
rtsQGaAIqCwf_foE8ElVjg,Brian,166,389,2,4,"['h2LtQ1s5X20d0yrdqUMJ0Q', '_UK8wA_k4AcTG2PvKJYqOw']"
ufC0hCH9C-QpIbgYE8pC4Q,Jerry,101,134,2,4,"['sZaRJwINk4-V8o06kFeo2A', 'RU2J5GldXpI8ij0Gx5ZDqg']"
HP6ejUpXB5AthPsnsDHmKg,Duane,67,25,1,1,['-6SO7HfwG3f4WVvaoqljQg']
DbFtbO-M_jyaFTuUqEw1Zw,Foodie,52,38,0,0,[]
VkiNp4JolVjYzzn5218x2Q,Matt,58,53,0,1,[]
bsrMYmHltuVQFwDIQSeSeg,Tracy,19,8,1,5,['50auN62gWdWM4POhHMEvyg']
hxIdgA9C28Nsvc3qJS5RRQ,John,143,99,0,6,[]
bAZkBfb2B4girwEhyje9BQ,Jennifer,3,0,2,0,"['1Vl3gZ-MF5jfvqs_YfU9gQ', 'ecwkjP-3rpycVlLi287JNg']"
mS-AKWWRJ8gvrc25mB7lIw,Claudia,82,75,0,13,[]
EiT_pSuIb08oRn4CfwfMJg,Samantha,2110,10407,94,292,"['IFkSQLXXTMACoWirAYI1jw', 'Lb8y0GXEzHRgKKCCq8ytqQ', 'bqvS6ibEQAwTfL8MZnxz6A', 'DB4rJbDorOPa19lwIFhTgw', 'GwlrUwkULm4ZLN-Kum5nag', 'nVjR-qwKQRVHosy9VQU-gQ', 'QAL5_dSr5Vi2nGBqqXIJqQ', 'y8jJV4AeH6ZEBagQ_ys8KQ', 'b9AWdZKry6pAHcMyErr2dw', '2BHVz9wWG2WCJ7neA3cn4w', '1ao85GKiWKs1NbfZAtNEkg', 'uTC9U8JAXIZwafdy5piEjw', 'NdSNQXoxiFeNZQ1M6uB9fA', 'wZPizeBxMAyOSl0M0zuCjg', 'rm92EiaA7h5lLbAK5dJKcw', 'fZllsJDj-cZqR98TwwnodQ', 'exDOIbSQ2S5hSwewrs1MVw', 'DMx9EJox_ZlUHgrQE5JvGw', 'yIXLkXiXdP7EvdLDKB3cxg', '6rKtdosDQUptMW3dxHHviQ', 'PCLFneuAC0QNr_6aK4ntKQ', 'On2yPl3raQNip7v_RDJrgw', 'wTJTxLV7i5YOWDJP8WLPcw', 'w0W_hs1EX6x7XuZsEkHDDQ', 'X7cade4By6ENDk54g7XRtg', 'ckoYvWD77zpWUCY5O_8SIQ', '8Oz9q-ENq2SR99tDeWrs1Q', '-FZBTkAZEXoP7CYvRV2ZwQ', 'GHoG4X4FY8D8L563zzPX5w', 'yOixBUTirIrxyup-8jb_Ww', '-ONQuBVJHLB-LNyMKQr7vQ', 'SrDqrIqZl-gtVYbINIxYoA', 'HvQ45V3LxGbY6-YZ97cvqQ', '7LmJ87EijrHcoYRu9WgoHg', '0ymDiXSbvjyqA0VOWl4-KA', 'dp7hYl5O3_o3b4Bta8_25g', 'RKPkxOYQlM0BjhM-H6_vAw', '2gSKAbF8ufyyv7sQEeJxlQ', 'QhCfs4lkeWdJx7_lZdfCSA', '63tvEEkb1-iyBjF9MlkUlQ', 'Vfb9e8JQ33ACqL6wEwGIdg', '00njy47jpw8fW40DOcrEew', 's19c8t_yAmFrby90LjDk8g', 'xBLNxu1PQWCggsPpxMkhwA', 'G3Js3SDZRpDIr6sKtpEI6w', 'XYSDrIef7g4Gmp3lNFVO6A', 'FaiqMZed5jxAUI-_lhmYqg', 'Uxr7Oz7I_HmxP5cjMPU4cQ', 'ncAOj5Xz-XS6bpSnTWp3tQ', 'e7E2k5ELnXliJk5FNE41JA', 'oVfnZ8K2HISGg40-CJ37GQ', 'J5rPKg-9eO9Y5i5PEaVzcA', 'xFAq7vs6ypaAqIWHFdXV_Q', 'CUqNeiOX2QDPu505iqPZvg', 'w3dRT20CwQSNJ6GLGbM4SA', '74eE-jgCGO24YKIci38UcQ', 'PFpBu7zM4aSDjo60i72Kaw', 'Bb9519xc5RbTOzOGFQ5N_A', 'pYrBPBKPilpIciVY5oeYeA', '7cjfOlHVy3EIIJ53rvM44Q', 'h7p-GuaHFGsiKCF4g6Bjqg', 'e3Q_YeEZz2vzxkZBauX8-w', 'YFQuPin3yZ3ocmaE4UTluQ', 'XEwEdPIjryudxfU098wapg', 'u8WIVYVQxiAFJWLdjJNkIQ', 'XhM2A-zndfNiSbtOZVw4pQ', 'rMNMIdJlgnybYSHdmxmbtQ', 'S59k68nwTwDLUXtTMlMlmQ', 'hSkI802XqTrcx_hB2FKLaA', 'W-jxlh7yj4LQ3ETkFK2_tQ', 'Wqi04NdRUq4TvTVwIJ6q_g', 'n8h6SGjnMd90D7AUsizdPw', 'ZfvVtpF6a4aCkoyRkVn7hg', 'DDBCxzHn4fRNeLLAzzGN3A', 'svQNvrfilGddy07U5v5YzA', '135DbbQnr3BEkQbBzZ9T1A', 'tgeFUChlh7v8bZFVl2-hjQ', '10cQOjA3q_wDVOumz7iwyQ', 'kulfCWCtkSs1tvfArXLDmw', 'RUIXYHZYs84rvhiQ5b30Eg', 'K5F_Ag9X28p63SLRvH0ytg', 'ZTHZsP7NSnc3Csje-SKNyQ', 'wzyGNvArcpUjZauRWFrKHA', 'hUC20Pp-3Cj9jbBRYjn4wQ', 'RCXX__k3R2Zf1kzmTpopWA', '17o3koLKWqLNzxZCZXRr8A', 'dyEc-BsP_qPzIWyiMW0BPw', 'W7o-AY6Hpyb5WkgxwGH_Yw', 'gekp2Z5I4vPGf2NeFnZX2A', 'Hi10sGSZNxQH3NLyWSZ1oA', 'SKi5d9Dk7Y6dYqPX2yDTnA', 'gYZhI9jSzc3jSF7mVFTOOQ', 'Zfb73x10oQZbBofwgR0Hkw', 'bFEEyxqxXgAFEonGbiawkA']"
TfSnkfJFrjyyuuNDc9l8JA,Hong,776,1167,12,63,"['a8-jYutI005YEdK6WRGbAg', 'ZXCGLSEIJfV_g_MbDs4CYQ', 'USZx-55MA2-lG2hBu6PWJA', 'p7OZx3RIeJPxSM4hP6wqEA', '6rKtdosDQUptMW3dxHHviQ', 'Oi1qbcz2m2SnwUeztGYcnQ', '444c6Zoj1sKeWE-mdxJKPQ', 'vD3l2PRoJ-zI3OlJo2c1KA', 'LNcH_g5ldFl2vl3wzxfdRQ', 'wZPizeBxMAyOSl0M0zuCjg', 'XNcXFYK-QEKrKOuf8fQ5ug', 'yXIFCpTAJkKzyoWXm4opqg']"
ltv_sNogr-WYUssnKSrkng,MJ,262,627,0,17,[]
rm92EiaA7h5lLbAK5dJKcw,Kevin,900,5218,55,150,"['IFkSQLXXTMACoWirAYI1jw', 'u8WIVYVQxiAFJWLdjJNkIQ', '_BcWyKQL16ndpBdggh2kNA', 'TR7ezcRznfr1Jif7euZZJg', '5vbWzMFsoOOPKj5Iuh4xkw', 'Sb4aEQHKeVLxHnQpKdETGw', '0V4Ra6jCmSAgFtCiORr4QA', 'p7OZx3RIeJPxSM4hP6wqEA', 'w3dRT20CwQSNJ6GLGbM4SA', 'VG7dOVRGeaGvJ7HISpfE9A', 'IKBEigmPRqNcOXlJfo0c6w', 'wHn07Kr2Y3LKQUNySgzfag', '1-gnHNzZNbn8lFwYRF_CtA', 'xxL-DwwdT5VGvss9mCzOGg', 'DRT-FcIa-ls1AqCX9e5Nvg', 'MuGxIIrcGJ7FnxU7kTPNBw', 'EiT_pSuIb08oRn4CfwfMJg', 'jtkXg-OITT1Wvq0jCpLudA', 'tgeFUChlh7v8bZFVl2-hjQ', 'a-9t439Vd_-AXaiIgYVqig', 'L0M27YRJfHi6bx75X_o-cA', 'wZPizeBxMAyOSl0M0zuCjg', '2OjNNLpCCGrtfQtpcbhlkg', 'ynOKdr3bfj9MvTwhfis2rw', 'iF6QOry2WAfSj2rtOmlnCQ', 'cnA1ucA6KSZUUeosDQIJjg', 'kTpsjDUhl9BlRl0FVuNreA', 'w0W_hs1EX6x7XuZsEkHDDQ', 'W-jxlh7yj4LQ3ETkFK2_tQ', '10cQOjA3q_wDVOumz7iwyQ', 'G9P3h7ZGdbdc_Zt6IKC2vQ', 'GcdYgbaF75vj7RO6EZhPOQ', 'inCabX77SQWYxTSNQTncHA', '6rKtdosDQUptMW3dxHHviQ', 'Hi10sGSZNxQH3NLyWSZ1oA', '135DbbQnr3BEkQbBzZ9T1A', 'KFV9jDa1Lb36nZ5MGcrVcQ', 'u6Z1B5YdCLJHEbocIBhQwQ', 'RCXX__k3R2Zf1kzmTpopWA', 'lVhcz_c2BQZE-MpltB1a-g', 'qs4kM3kgCixzNBP_4sAhVg', '-FZBTkAZEXoP7CYvRV2ZwQ', 'sYzWI7uUvEGM9G8EDrT6zw', 'URPUZR0LWdIW7c9uMmJJEw', 'agqCf3e8riY9uvAd0IG74w', 'Ot0r0YBf1SwuPPfV8Ujrow', 'vD3l2PRoJ-zI3OlJo2c1KA', 'PyTg7Np9pZZsaNdRqdiYIw', 'S6fWv-rPIbZudHNEuc9Mqw', 'maUhMKdq6Z80yBN40wtcgA', 'wwfoZk9dDOSpcMAmPBSvYg', 'GHoG4X4FY8D8L563zzPX5w', 'ZDkgz9dbRuRbQaMB3d7ShQ', 'he7pfEydlsm3t2_03XtYgw', '46swO6CXAetszW9-phHwqQ']"
V6vcX3p3MF819kffiUKLZw,Will,291,881,1,42,['tgeFUChlh7v8bZFVl2-hjQ']
Om8ZSsazTm2xNawyHlvf7A,Christina,343,1169,14,44,"['S6fWv-rPIbZudHNEuc9Mqw', 'USZx-55MA2-lG2hBu6PWJA', 'e1dYw-1Km6IAwXlOLIMAeg', 'inCabX77SQWYxTSNQTncHA', 'Ss1jK05f1cMGCKm1M6fENQ', 'qs4kM3kgCixzNBP_4sAhVg', 'p7OZx3RIeJPxSM4hP6wqEA', 'iJWmpv0yGExNjOWBvmVbrQ', 'Yybo1Vqr4F2E5kUuGDoYXA', 'tgeFUChlh7v8bZFVl2-hjQ', '_UQxf-bqpZWJKugrMBeazQ', 'IKBEigmPRqNcOXlJfo0c6w', 'Hi10sGSZNxQH3NLyWSZ1oA', '310zgwPQRoe63E1pzzMVPA']"
6TTS2yy_Q7wVpwCR7sw64w,Tina,9,8,0,2,[]
BibzA2yOZw6kckE3erprcg,Linda,560,1282,2,27,"['ApJ9YgYU-AhS4a-F5oTGHw', 'tgeFUChlh7v8bZFVl2-hjQ']"
IHTPbh8_goUxk5lNF8_OPA,Liv,360,182,0,5,[]
MgYsld_lA5VZv9Z-G5Du2Q,thomas,17,24,0,1,[]
DMx9EJox_ZlUHgrQE5JvGw,Jason,557,3406,36,62,"['jyoRTd9KbwzWI16gh8sdaA', 'y0eOAexLUXVvKBL6fh84rA', 'yOixBUTirIrxyup-8jb_Ww', 'Fbx7V6PkIuZW8VQsZIdAGg', 'Hi10sGSZNxQH3NLyWSZ1oA', 'SrDqrIqZl-gtVYbINIxYoA', 'Lb8y0GXEzHRgKKCCq8ytqQ', 'oFlWg-zKdBcCFbPh-km_cQ', 'u8WIVYVQxiAFJWLdjJNkIQ', 'va8mh2kuQkpjKRXy1n4ByQ', '2BHVz9wWG2WCJ7neA3cn4w', 'yKofALcKQfWBEpNbDLXdWw', '63tvEEkb1-iyBjF9MlkUlQ', '0ymDiXSbvjyqA0VOWl4-KA', 'I6YARR1VloAua-buFULo1Q', '8Oz9q-ENq2SR99tDeWrs1Q', 'tQs0iRD0bOtcI6Mcypxy4w', 'q9pUMk_3yo2j6LwXM2FCVg', 'EiT_pSuIb08oRn4CfwfMJg', 'Oe4LLtN1tn46sDUM-BSX_A', 'QhCfs4lkeWdJx7_lZdfCSA', 'Bb9519xc5RbTOzOGFQ5N_A', 'iuP9yDHjwphU6ro7jPY0BA', 'GHoG4X4FY8D8L563zzPX5w', 'pYrBPBKPilpIciVY5oeYeA', 'rMNMIdJlgnybYSHdmxmbtQ', 'Vfb9e8JQ33ACqL6wEwGIdg', '_VeoCB55VoN5y3AfADt7Bw', '10cQOjA3q_wDVOumz7iwyQ', 'W-jxlh7yj4LQ3ETkFK2_tQ', '1vB6Olfkba7Sb-Y6TfiB0Q', '7cjfOlHVy3EIIJ53rvM44Q', '7LmJ87EijrHcoYRu9WgoHg', 'tgeFUChlh7v8bZFVl2-hjQ', 'PCLFneuAC0QNr_6aK4ntKQ', '5oDxUQyiGvMw1GN9YvZYFA']"
35i-mGBJdhbi0F8j8rk1ww,Anne Ligon,15,38,1,1,['k1tSWm6mdPL-dendMa69gA']
FOC5dArAp-ZPzMsJLYoZDQ,David,23,64,5,1,"['6Mv-qMJyxSokCu8YFM1o0A', '6WG2IGTVr-xKn0pYQZJGjw', 'ojxS1v-8nUvEEx4DlsPQrA', '1sH89m2CFbR703kjJ2vA9w', 'bQRo8MN6GhGd2Kv_gqo0vw']"
ZsG4l5_8PqyMDrYxbDffrg,Erik,99,62,0,1,[]
mkRpkRolTtL3feVwooZ6Cw,Diana,4,4,0,1,[]
AEAWnaFdTMCkpThPV__rDA,Patrick,65,83,1,3,['6Mv-qMJyxSokCu8YFM1o0A']
UczFBWMS6vgI1zX584NyxA,mary,73,237,1,4,['r4DBBmZuzevtQeZqSprj1g']
9j5msfh_nQn4BdSfJwNsMg,Elizabeth,743,1209,21,48,"['u8WIVYVQxiAFJWLdjJNkIQ', 'GHoG4X4FY8D8L563zzPX5w', 'Oe4LLtN1tn46sDUM-BSX_A', '-NbeVN5tnwdyYAvdNkKMjw', '10cQOjA3q_wDVOumz7iwyQ', 'H23mqs3dfQZJKmVhdFLL8A', 'SKi5d9Dk7Y6dYqPX2yDTnA', 'uTC9U8JAXIZwafdy5piEjw', 'Hi10sGSZNxQH3NLyWSZ1oA', 'ncAOj5Xz-XS6bpSnTWp3tQ', 'ckoYvWD77zpWUCY5O_8SIQ', 'Y4oYczhApgPHC2gbeUcVvA', 'NIvJg811OO-ovOOg_2udAw', 'e3Q_YeEZz2vzxkZBauX8-w', 'J5rPKg-9eO9Y5i5PEaVzcA', 'jOxqMuRREc6i-X0T6vltUw', 'mgR2aJyYSOJhMdJUCKRhKg', 'ACwBMSJzgW6vOvV7vOrk8Q', 'IFkSQLXXTMACoWirAYI1jw', 'XYSDrIef7g4Gmp3lNFVO6A', 'Lb8y0GXEzHRgKKCCq8ytqQ']"
pOwU0jTHWG4p3ZtE5nffjQ,Meghan,23,34,0,0,[]
LTn_f-W13Rrxjsdsw7EcDg,jac,123,156,0,1,[]
do_-Kii00OiibQAC6oB11A,RPM,31,37,1,1,['RKULSOrIvvYpDmtuYXEXzA']
6BofTeZVuAsbHh69aOEtCA,Eric,11,4,1,1,['y5qEpAfJQaOjjG8ZJWrp6w']
10cQOjA3q_wDVOumz7iwyQ,Amanda,523,2185,56,172,"['XYSDrIef7g4Gmp3lNFVO6A', 'gekp2Z5I4vPGf2NeFnZX2A', 'GHoG4X4FY8D8L563zzPX5w', 'Oi1qbcz2m2SnwUeztGYcnQ', 'DMx9EJox_ZlUHgrQE5JvGw', '2BHVz9wWG2WCJ7neA3cn4w', '-NbeVN5tnwdyYAvdNkKMjw', 'wZPizeBxMAyOSl0M0zuCjg', 'e7E2k5ELnXliJk5FNE41JA', 'Eus5ji048KwmXXDSKKmxKg', 'GcdYgbaF75vj7RO6EZhPOQ', 'yOixBUTirIrxyup-8jb_Ww', 'p7OZx3RIeJPxSM4hP6wqEA', 'u8WIVYVQxiAFJWLdjJNkIQ', 'W7o-AY6Hpyb5WkgxwGH_Yw', 'B71pbIn0NA1VvrnsEHjVOw', 'PCLFneuAC0QNr_6aK4ntKQ', 's19c8t_yAmFrby90LjDk8g', 'PRM7bfeCMBRPN3JOfdym6A', '3OAkpYTgzgt3phm76l86LA', 'RKULSOrIvvYpDmtuYXEXzA', 'EiT_pSuIb08oRn4CfwfMJg', 'QAL5_dSr5Vi2nGBqqXIJqQ', 'IFkSQLXXTMACoWirAYI1jw', 'Q36wuj8o2-tu1MfNDm9nKw', 'UiRx8jyS6H957ItwFsP2nQ', 'jyoRTd9KbwzWI16gh8sdaA', '9j5msfh_nQn4BdSfJwNsMg', 'i6sR3Lm-v8d8h9QMbspkQg', 'oewf1Kr1M7MGqPXzi-zzCQ', 'tgeFUChlh7v8bZFVl2-hjQ', 'rm92EiaA7h5lLbAK5dJKcw', '0ymDiXSbvjyqA0VOWl4-KA', 'ACwBMSJzgW6vOvV7vOrk8Q', 'AWds-yeOWt0MTG9gEZf0Gw', 'Sb4aEQHKeVLxHnQpKdETGw', '47K1MpOBhigOvjuBcDbm7Q', 'Cn2oD12lYC-N0oOLA799Ug', 's8C7D6o_KI199rZYSFWjKw', 'yKofALcKQfWBEpNbDLXdWw', 'rMsB82tk9uOB6JumPMgczg', 'e3Q_YeEZz2vzxkZBauX8-w', 'tQs0iRD0bOtcI6Mcypxy4w', 'pao-O9aUhGoemyYu3gcpBA', 'TR7ezcRznfr1Jif7euZZJg', 'QhCfs4lkeWdJx7_lZdfCSA', '135DbbQnr3BEkQbBzZ9T1A', 'jOxqMuRREc6i-X0T6vltUw', 'XEwEdPIjryudxfU098wapg', 'Hi10sGSZNxQH3NLyWSZ1oA', 'OLGQ7alK4VKl3YdQk6UF5g', '9O2pOCobrQSJN5039ROoYA', 'Lb8y0GXEzHRgKKCCq8ytqQ', 'uTC9U8JAXIZwafdy5piEjw', 'bFEEyxqxXgAFEonGbiawkA', 'YWJFfBTUdgAH-AXW9JnYxg']"
Q1ride5i2b0kxZNtDRXg8w,Janet,245,504,2,11,"['0V4Ra6jCmSAgFtCiORr4QA', 'ZgHvNVWDhZPKifbcVLMFeg']"
vGvpRRFbWsQIzbGYYfUOPg,Dave,1,1,7,0,"['sQeNZhEMI3LiTJQBcY1tIQ', '0tvmwWHLwLwy7EIz7Dcx2g', 'icKb2T6t4H4nqySfnEs3NA', 'zZqoFwZaLr3H1yWPwXNsZQ', 'QKEEEO1g4o2wFTSXTnryTQ', 'dI3ZSMGwmBUyMRJCfH5M3A', 'jA8QxEykYOAwJCLJWsV24A']"
DFc1QUxqlUjBJlGeyhbJNA,JD,258,259,1,11,['DxzENJQCd5jM8Q6x6F5iLQ']
khYw76Kg5V7G02CTJE3qrg,Perry,39,80,0,0,[]
EGurjGsrsUV7FBsB_M3v2w,Christine,315,488,2,26,"['ET_Y-OeNxvSyTJAxJfE90g', 'itgDcXwFZ3YkRmawefVnAQ']"
yXIFCpTAJkKzyoWXm4opqg,Steve,884,12978,44,108,"['Kc7IwXLrJVqAVMkX6pxWbA', 'dwh3oVr72IhVttaWeV9AIQ', 'GwlrUwkULm4ZLN-Kum5nag', 'ApJ9YgYU-AhS4a-F5oTGHw', 'jbme6UoDggF7NtkItZZyhA', 'NNgQ8fV5ARQgHw-Ob7l50A', '0V4Ra6jCmSAgFtCiORr4QA', '2OjNNLpCCGrtfQtpcbhlkg', 'USZx-55MA2-lG2hBu6PWJA', 'XYSDrIef7g4Gmp3lNFVO6A', 'YZ8ifu4BoaEGZYmZwLfZWg', 'p7OZx3RIeJPxSM4hP6wqEA', 'u8WIVYVQxiAFJWLdjJNkIQ', 'KFV9jDa1Lb36nZ5MGcrVcQ', 'qs4kM3kgCixzNBP_4sAhVg', 'RKe9JUlYGqsuONRxc8y10Q', 'WrmUzCpfiwU7_kW5MEDqyA', 'YWJFfBTUdgAH-AXW9JnYxg', 'tgeFUChlh7v8bZFVl2-hjQ', '61FNJUiDqXReViksOYiILQ', '-G7Zkl1wIWBBmD0KRy_sCw', 'xxL-DwwdT5VGvss9mCzOGg', 'nBMekK7p98Wqu3yu86nXuQ', '_BcWyKQL16ndpBdggh2kNA', 'Sb4aEQHKeVLxHnQpKdETGw', 'hWDybu_KvYLSdEFzGrniTw', 'xW2A0MciHB0pLB4RHTi0nw', 'WoKCLSctS7G2547xKcED-Q', 'sYzWI7uUvEGM9G8EDrT6zw', '6pbNMgTnSYrtPHDN07IXwA', 'dqucQwA-CHWhUczwqIxKKg', 'e1dYw-1Km6IAwXlOLIMAeg', 'Hi10sGSZNxQH3NLyWSZ1oA', '310zgwPQRoe63E1pzzMVPA', 'YwOuvADNuZFiUkDYXkdwrg', 'wZPizeBxMAyOSl0M0zuCjg', 'TfSnkfJFrjyyuuNDc9l8JA', 'zUKeZNu4tCG56xjwWH54Vw', 'dJ8xl2f99xhfZwnEBl_QEg', 'SrDqrIqZl-gtVYbINIxYoA', 'wzyGNvArcpUjZauRWFrKHA', 'D0faGVJFyGg9BiQmjp2EUA', '52VwCEiFXVcQiCltnAwaRw', 'SeWsQoYPbQuMAqfRNNS6Jg']"
CAU7F-vDqbQZ67BBYsa-aA,Mike,263,622,11,15,"['enaHB1e956thdnafcHVAig', '_hPjqzQDiyw1-4U_IAETpg', 'fCvMnJU1Z-XhAjKg99wK3Q', 'ppsm8EDKjA1fp1yTCP3RrQ', 'RKULSOrIvvYpDmtuYXEXzA', 'Oi1qbcz2m2SnwUeztGYcnQ', 'ACwBMSJzgW6vOvV7vOrk8Q', 'vU9_lZqJQIR8btUYw7fqxA', 'dqucQwA-CHWhUczwqIxKKg', 'BmVwbsL8l0imz4slonyMaA', 'gWZETLPu_ihAtLOYtrm0mw']"
W-jxlh7yj4LQ3ETkFK2_tQ,Arun,665,1339,61,47,"['DMx9EJox_ZlUHgrQE5JvGw', 'k7nGWn4eZatQtEeVdqSgoA', 'Lb8y0GXEzHRgKKCCq8ytqQ', 'NNgQ8fV5ARQgHw-Ob7l50A', '_hPjqzQDiyw1-4U_IAETpg', 'I7Fmd8WQA0FozWOEZQNdkw', 'Djczq-bRn761U4FW77NUtg', 'bbmng_ewturYNaS4yql02g', 'WuiEYopWZOWOuWQD87fVSw', 'NMOxipsnXc6olWdHYzXiYA', 'Kc7IwXLrJVqAVMkX6pxWbA', 'KJ045bzsGLlEdRVxJgqoaQ', '0vg3lFMGU-A9rwTQxL8TJw', 'rm92EiaA7h5lLbAK5dJKcw', 'LHsCa_aVta4UbbrcL4hE5A', '1fg-ErdkUiQBwK5hC6W1CA', '-Rocdfu1eqSbyqCEBvOzDw', 'UCh3YkX9p2J_m_1gyUak8w', '_VeoCB55VoN5y3AfADt7Bw', 'gXgR1Ys_3wFDaZpNifeTqQ', 'EgLnBMsMIgKCioczZZ-tPA', 'POAKZScwldLTMCtvezW5mA', 'EiT_pSuIb08oRn4CfwfMJg', 'f3ZBI7v6aLOCecagnx3uMQ', 'rMNMIdJlgnybYSHdmxmbtQ', 'XEwEdPIjryudxfU098wapg', 'QhCfs4lkeWdJx7_lZdfCSA', 'BmVwbsL8l0imz4slonyMaA', '2OiyOHo7CQY05bFwY55HjA', 'wZPizeBxMAyOSl0M0zuCjg', '6Jz-SAiZba0QmgrTQy2vUA', 'raoE2GLz2xKF1qNk9dcMDQ', 'Eus5ji048KwmXXDSKKmxKg', 'TxWEPnXZ6HXkyffbx35WmA', 'PFpBu7zM4aSDjo60i72Kaw', '7W5gebJ4fVKam6BTPfOeGw', 'pqxdokyIDvqpREC1i-7x4w', 'w0W_hs1EX6x7XuZsEkHDDQ', 'ut00PbZjIUge3m23F9Gzkw', 'PK0towEyCxb6SZkvOWh3dA', '5uWz5_PITe7Kjfeoo5z77A', 'XYSDrIef7g4Gmp3lNFVO6A', '9iZgYFf9iEgQ6qcOlWO2YA', '-G7Zkl1wIWBBmD0KRy_sCw', '1p5JpjMs-X7ma81Gej9r4w', 'OG1plHx9jfsrojJ7qrN5TA', '02H49g16MdRoZKoX6IEoFA', 'Bb9519xc5RbTOzOGFQ5N_A', '63tvEEkb1-iyBjF9MlkUlQ', 'M9nVuiIa2b2kResBv6n3CQ', 'CHeMEder5ijEoCPLWjto_Q', 'e1dYw-1Km6IAwXlOLIMAeg', 'ZFWipr_ZFZ4stMgR2CTteQ', 'xyhSarlKcPXRIsinDz7KgA', 'J5rPKg-9eO9Y5i5PEaVzcA', '8HGVC7440c5lkB0nl8Av9Q', 'BiJhTjitoMBdGUlPIUlVqA', 'skFw-hYJHT3Po0oE-WLbEA', 'rmgBnBbL4qH9m1ES8FPT6Q', 'gYZhI9jSzc3jSF7mVFTOOQ', 'hWDybu_KvYLSdEFzGrniTw']"
AHS8t5Ymvcm379N6UUAIBA,Elizabeth,54,65,2,3,"['BmVwbsL8l0imz4slonyMaA', '_BcWyKQL16ndpBdggh2kNA']"
_muhtS8ZFnV61s7Q4JXDwQ,Kevin,911,3674,47,112,"['Kc7IwXLrJVqAVMkX6pxWbA', 'pyK1NsV_aSeXY-j1vSzqvQ', 'sYzWI7uUvEGM9G8EDrT6zw', 'lRRuTimITgwzoXLIM3g9qw', '15Rp70KGPlznq6o7120UYQ', 'p7OZx3RIeJPxSM4hP6wqEA', '2-RlTk9dJNpj85MR2B46Cg', 'xxL-DwwdT5VGvss9mCzOGg', '0V4Ra6jCmSAgFtCiORr4QA', 'KFV9jDa1Lb36nZ5MGcrVcQ', 'h2LtQ1s5X20d0yrdqUMJ0Q', 'xW2A0MciHB0pLB4RHTi0nw', 'wzyGNvArcpUjZauRWFrKHA', 'qs4kM3kgCixzNBP_4sAhVg', '46Wi08T5D3phf3SMgi7U3w', 'DRT-FcIa-ls1AqCX9e5Nvg', 'VG7dOVRGeaGvJ7HISpfE9A', 'cIVmIJD7nIiEcVGamfBoVw', 'BmVwbsL8l0imz4slonyMaA', '_DWJPum_UQ1n4l9Th0o81Q', 'kTpsjDUhl9BlRl0FVuNreA', 'G7spFaGpRBh9wrKiZSEW-w', 'oEqB6qGiV2K3q8g2A8rfYA', 'wHn07Kr2Y3LKQUNySgzfag', 'ApJ9YgYU-AhS4a-F5oTGHw', 'CwgXzTGZOOI_8gA05aKM7Q', 'tgeFUChlh7v8bZFVl2-hjQ', '6Mv-qMJyxSokCu8YFM1o0A', 'rmQnwbXnCINO0LBEe0ir2A', 'dqucQwA-CHWhUczwqIxKKg', 'YZ8ifu4BoaEGZYmZwLfZWg', '63hpZgj7peTKizDs4zeKZA', 'iF6QOry2WAfSj2rtOmlnCQ', 'hN03Wim4nDQ-824277aEsQ', 'tYe3wHZB77lCG4ThTJ3gRQ', 'SeWsQoYPbQuMAqfRNNS6Jg', 'w3dRT20CwQSNJ6GLGbM4SA', 'Oi1qbcz2m2SnwUeztGYcnQ', 'RCXX__k3R2Zf1kzmTpopWA', '-G7Zkl1wIWBBmD0KRy_sCw', '-RGgPpj05cxxcVVq28rIXg', 'j_orXueAYJBft-VUNbs1IA', 'inCabX77SQWYxTSNQTncHA', 'MuQhiK9Z7xIymRRcxJMojQ', 'YwOuvADNuZFiUkDYXkdwrg', 'tUW0AXg4C3H9TP5lyhoQuA', 'KBh3N6Th5H9xPuOuHPru4w']"
