business_id:ID(restaurant),name,address,city,stars,review_count,categories,RangePrice,Ambiences,Nb_Ambiences,Nb_categories
UtVv2dVuHqpaJqnRwismiA,Steak Works,2207 Silverside Rd,Wilmington,3.5,24,"Pizza, Sandwiches, Restaurants",2.0,[],0,3
Il3GDb6A7rGSYdt89Wb0Fw,Paris Pizza,1735 Marsh Rd,Wilmington,3.0,32,"Chicken Wings, Restaurants, Sandwiches, Cheesesteaks, Pizza",1.0,['casual'],1,5
QpQ8CxC14jnNOdb7B2R6zQ,Uschy's Cafe,913 N Market St,Wilmington,4.5,12,"Restaurants, Food, German",2.0,['casual'],1,3
CZ2KPQtt0ah0up00YK0Ypg,2 Fat Guys American Grill,701 Ace Memorial Dr,Hockessin,3.5,69,"Nightlife, Restaurants, Sports Bars, American (New), Bars",2.0,['casual'],1,5
-eJJKj0ClOvumIYksYSdcQ,Puff Daddy's Sandwich Shop,Mill Rd,Wilmington,4.0,5,"Breakfast & Brunch, Italian, Sandwiches, Restaurants, Food",,[''],1,5
081vVr80-uscqGGaFAxKfQ,Goat Kitchen and Bar,1845 Marsh Rd,Wilmington,4.0,198,"Nightlife, Vegetarian, American (New), Bars, Burgers, Restaurants",2.0,"['classy', 'casual']",2,6
1DCPuF0_VZNLRvHEAVJJng,BellaVista Trattoria & Pizzeria,5337B Limstone Rd,Wilmington,3.5,29,"Pizza, Event Planning & Services, Italian, Restaurants, Seafood, Caterers",2.0,['casual'],1,6
zUMbBbxlBY0_hbAclEwDmA,Panaderia Y Taqueria Lili,2622 Kirkwood Hwy,Newark,4.5,8,"Restaurants, Mexican",,[''],1,2
UXJEQycac7JKyyTVDjWBdA,California Pizza Kitchen at Christiana,325 Christiana Mall,Newark,3.0,79,"Salad, Pizza, American (Traditional), American (New), Restaurants",2.0,['casual'],1,5
HsCX4E7_k-XXS-1iTz17CA,Go Vegan Philly,607 N Lincoln St,Wilmington,5.0,21,"Bakeries, Burgers, Vegan, Restaurants, Food, Juice Bars & Smoothies",,[''],1,6
W6Nc9Lt4n89sEBXqpCIGrA,Pat's Pizza Hockessin,7288 Lancaster Pike,Hockessin,3.0,14,"Pizza, Soup, Sandwiches, Restaurants, Chicken Wings, Salad",2.0,[],0,6
Z_xbp4N5MDssZxdUohybTg,Main Event Newark,2900 Fashion Center Blvd,Newark,2.5,140,"Arcades, American (Traditional), Restaurants, Active Life, Bowling, Arts & Entertainment",2.0,[],0,6
hBmWWvU6BSL6i_eYapOFGQ,The Greene Turtle Sports Bar & Grille,425 Stanton Christiana Rd,Christiana,3.0,73,"Sports Bars, Nightlife, Restaurants, Bars, American (Traditional), Burgers",2.0,['casual'],1,6
YJgLVtH4IFzRTrlvTO2_Cw,Christa-Bell's Caribbean Cuisine,414 N Union St,Wilmington,3.5,12,"Caribbean, Restaurants",1.0,[],0,2
G1M1OJmxp5dPY3rRYpl5WQ,Bob Evans,402 Eagle Run Rd,Newark,2.5,42,"Bed & Breakfast, American (Traditional), Comfort Food, Breakfast & Brunch, Salad, Restaurants, Hotels & Travel",2.0,['casual'],1,7
jfv6PEdL5KchI-DGJlnbWQ,Dunkin',301 N. Maryland Ave,Wilmington,2.0,5,"Restaurants, Coffee & Tea, Donuts, Food",1.0,[''],1,4
ExwZRGJcZ7eMfFalfQjhkg,Govatos Candies,800 N Market St,Wilmington,3.5,14,"Food, American (Traditional), Sandwiches, Restaurants, Specialty Food, Candy Stores",2.0,[],0,6
w0RHRKHj9g2G3H5LcrOiKw,Scratch Magoo's,1709 Delaware Ave,Wilmington,4.0,80,"American (Traditional), Restaurants, Nightlife, Bars, Pubs",2.0,"['trendy', 'casual']",2,5
RzuUOVjXuyG9b8DctqAgFQ,Wendy's,140 N Dupont Hwy,New Castle,3.0,9,"Fast Food, Restaurants, Burgers",1.0,[],0,3
ujUb29BOYcUyhMcnqo4bWA,Two Stones Pub,1203 Christiana Rd,Newark,4.0,328,"Restaurants, Gastropubs",2.0,['casual'],1,2
Vy9VN70aRpIe4yEo55VrWQ,Cafe Riviera,4737 Concord Pike,Wilmington,4.0,59,"Restaurants, Italian, Pizza",1.0,['casual'],1,3
ULrDH5eEndkbALvYEBhrHw,Party Pizza,212 Boxwood Rd,Wilmington,4.0,26,"Restaurants, Pizza",1.0,['casual'],1,2
2CCPRNXRO33sYuotGG7MqA,GARRISON DELI,501 West 7 Th Street,New Castle,4.5,7,"Delis, Restaurants",,[''],1,2
-ShzgoeH2nvGG_TlNfMz2w,Morelia Mexican Restaurant & Bar,4617 Ogletown Stanton Rd,Newark,3.5,69,"Restaurants, Mexican",2.0,['casual'],1,2
t1KiSVmxADW1LaxA2Wtj9g,Dreamers Cafe,"1312 Philadelphia Pike, Ste 2",Wilmington,4.0,32,"Restaurants, Sandwiches, Cafes",1.0,['casual'],1,3
jrNAkn21Tjq3n9v2n3m46g,Grapes Real Jamaican Cuisine,2302 N Market St,Wilmington,4.0,11,"Caribbean, Restaurants",1.0,[],0,2
uAlZsR2u3sArs6vuuHl0mQ,Augusta Grille,1612 N Dupont Hwy,New Castle,3.5,5,"Steakhouses, American (New), Southern, Restaurants, Breakfast & Brunch, American (Traditional)",2.0,[''],1,6
0XXZSQpSbcbL1i4iK-Ohiw,Embers,630 Naamans Rd,Claymont,3.0,16,"American (New), Restaurants",2.0,[],0,2
QfaobFtkXhyTirLQLkV82w,J & C Cuisine,290 University Plz,Newark,4.0,29,"Restaurants, Japanese, Chinese",1.0,['casual'],1,3
2ojUHZ_5H8_S0vh-rXpPfA,Hot Spot Pizza,1127 Churchmans Rd,Newark,3.0,20,"Restaurants, Pizza",2.0,[],0,2
b8yPm2F9dHjJLu5NF-lneA,Ameritage Bistro,9th St & Orange St,Wilmington,3.5,8,"American (New), Restaurants",3.0,[''],1,2
k93U5RS4ohNqk9912QcyOw,Capriotti's Sandwich Shop,4132 Ogletown Stanton Rd,Newark,2.0,13,"Restaurants, Sandwiches",1.0,[''],1,2
gfIj5FvIejEiex4WV04wIQ,Ubon Thai Cuisine,936 Justinson St,Wilmington,3.5,199,"Tapas/Small Plates, Nightlife, Jazz & Blues, Arts & Entertainment, Bars, Thai, Restaurants",2.0,['casual'],1,7
e1o-2If3E-OY2A_yvamrIQ,Eeffoc's cafe,3 S Orange St,Wilmington,3.5,6,"Farmers Market, Coffee & Tea, Restaurants, Bakeries, Breakfast & Brunch, Food",1.0,[''],1,6
Pn9_MnhoLrMFdW3AZDORMQ,Lucky's Coffee Shop,4003 Concord Pike,Wilmington,3.5,233,"Burgers, Breakfast & Brunch, Diners, Sandwiches, Restaurants",2.0,['casual'],1,5
MyNFSdduvVnfeJu5sQfFLg,Giovanni's Place,2066 New Castle Ave,New Castle,1.5,18,"Restaurants, Pizza",2.0,[],0,2
hZVzFdmKqFDPHleovfGnPA,Jerry Deen's Family Restaurant,4304 N Market St,Wilmington,2.0,5,"Comfort Food, Restaurants, Breakfast & Brunch",1.0,[''],1,3
H0tVJV7M5lb0bE5vDZd6KQ,Pho Son,4015 Concord Pike,Wilmington,4.0,43,"Vietnamese, Restaurants",,[],0,2
OJUTu1PAPjljZBwtI5DUdg,Deep Blue Bar & Grill,111 W 11th St,Wilmington,3.5,52,"Seafood, Nightlife, Restaurants, Bars, American (Traditional)",3.0,['classy'],1,5
W_M-QaSW2y2JfUDRfOZ4-Q,Gallucio's,1709 Lovering Ave,Wilmington,3.0,37,"Burgers, Restaurants, Pizza, Cheesesteaks, Italian",2.0,['casual'],1,5
OEMBtqjWgHvLOCIjhY_7eA,Sang Hing Chinese Food Take Out,"273 Christiana Rd, Ste 9A",New Castle,4.0,21,"Restaurants, Chinese",1.0,['divey'],1,2
PhPokNCiFVdOx8BsdPnqeg,Manhattan Bagel,3505 Silverside Road Concord Plaza,Wilmington,4.5,12,"Food, Bagels, Sandwiches, Restaurants, Breakfast & Brunch",1.0,[''],1,5
zj8HThbzTWvXl7-Dw0_nsQ,Añejo,1717 Delaware Ave,Wilmington,3.0,34,"Restaurants, Mexican",2.0,['casual'],1,2
zz0l4dUf28wzPAaTdGqsSw,El Pique - Wilmington,805 Old Dupont Rd,Wilmington,4.5,173,"Restaurants, Mexican",2.0,['divey'],1,2
yzQvpMF2HFZrK4ZL3vV5Ig,El Maguey Mexican Cuisine & Bar,3320 Old Capitol Trl,Wilmington,1.5,6,"Mexican, Restaurants, Bars, Nightlife",,[''],1,4
SYcdJP123caYVCkZ27BIOw,Southeast Kitchen,1901 Delaware Ave,Wilmington,4.0,239,"Grocery, Food, Asian Fusion, Thai, Restaurants, Vietnamese, Specialty Food",2.0,['casual'],1,7
BypYxOw7LRO8zjFMxRWdDQ,Pret A Manger,530 Jfk Memorial Hwy,Newark,4.0,8,"Breakfast & Brunch, Food, Coffee & Tea, Sandwiches, Restaurants",,[],0,5
mskYyOH-xVyBlBn9OLqu4Q,Drip Cafe,144 Lantana Dr,Hockessin,4.0,241,"Breakfast & Brunch, Coffee & Tea, Restaurants, Food",2.0,"['classy', 'casual']",2,4
3P-5sAQoAyKcoO5e4paG7Q,Little Anthony's Pizza,"287 Christiana Rd, Ste 10",New Castle,4.5,45,"Food, Restaurants, Pizza",1.0,['casual'],1,3
-G0iVQaYvpZETVKwPVdR9A,Crab Du Jour - Newark,1000 Churchmans Rd,Newark,3.0,68,"Seafood, Restaurants, Bars, Salad, Nightlife, Cajun/Creole",,[''],1,6
58OuqehnPxdFq8gWR_hBRw,Milk & Honey Coffeehouses,239 N Market St,Wilmington,4.5,9,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Cafes",,[''],1,5
m7gW3sfkxmIeW3dz5XTzTQ,China Dragon,1954 Maryland Ave,Wilmington,4.5,11,"Restaurants, Chinese",1.0,[],0,2
-zngCcpYYPNXEfwv9NJsIA,China Express,"4737 Concord Pike, Ste 800",Wilmington,3.0,9,"Restaurants, Chinese",1.0,[],0,2
AVYuQ6DTqpqsB141r3lH4w,Hibachi Grill & Supreme Sushi Buffet,4403 Kirkwood Hwy,Wilmington,3.0,83,"Restaurants, Chinese, Japanese, Buffets",2.0,['casual'],1,4
lxWMl4ejGvFmihN-qSTNXw,Uncle John's Smokehouse,1700 Wilmington Rd,New Castle,4.5,13,"Food, Barbeque, Smokehouse, Food Trucks, Restaurants",2.0,[],0,5
gRHfRxTqaf_oUapIB9MMUA,Cosi,3828 Kennett Pike Ste A,Greenville,3.0,8,Restaurants,,[''],1,1
w2LKdmH6Ytez4ptNdO0Vuw,Pizza Hut,1025 Christiana Rd,Newark,2.0,17,"Chicken Wings, Italian, Pizza, Restaurants",3.0,[''],1,4
sd0AA8okoNnR7ONkF9AWvw,Cuzino's Pizza & Pasta,2070 Naamans Rd,Wilmington,3.0,41,"Pizza, Restaurants, Italian",2.0,[],0,3
TYgc71FqGLGiROceq4TP2A,Admiral Taddy's,2601 Governor Printz Blvd,Wilmington,4.5,12,"Specialty Food, Food, Restaurants, Caribbean, Ethnic Food",1.0,[''],1,5
_I4a0zwTEJsvbLVqM5cS_g,Karribbean Delight,1030 S Market St,Wilmington,3.5,15,"Restaurants, Caribbean",1.0,[],0,2
qljraKzqFlIONICsRtzSnw,Miller's Ale House,1323 Churchmans Rd,Newark,3.0,143,"American (Traditional), Nightlife, American (New), Restaurants, Sports Bars, Seafood, Bars",2.0,['casual'],1,7
ML0D_20SZv-Xz0ST74qkuA,Jing Fong Restaurant,2089 Philadelphia Pike,Claymont,3.0,19,"Restaurants, Chinese",1.0,[],0,2
sl3Lm8ZNuY_oIop0ZFRzuw,Pizza & Pasta,1505 N Dupont Hwy,New Castle,3.5,19,"Restaurants, Pizza",2.0,[],0,2
5Vp6Pz3AVcqbyDj1ynKOTA,Blue House,1203 Kirkwood Hwy,Wilmington,4.5,6,"Korean, Restaurants",2.0,['casual'],1,2
tuKYmeiSkAURPQnRDCLBxg,Rivera Taco Express,243 Christiana Rd,New Castle,4.5,42,"Mexican, Restaurants",1.0,['casual'],1,2
Ixr2-GfYKatXdq1rZnfHiA,Ruby Thai,132 Christiana Mall,Newark,3.5,22,"Restaurants, Thai",1.0,[],0,2
wkO1a_i1Mzpd-0sbiLa7EA,Little Vinnie's Pizza & Pasta,1706 Faulkland Rd,Wilmington,4.0,56,"Pizza, Restaurants",2.0,['casual'],1,2
4C0xj95V8-Mp14OixoTUZA,El Maya Mexican Grill,1300 Centerville Rd,Wilmington,3.5,74,"Bars, Mexican, Venues & Event Spaces, Event Planning & Services, Restaurants, Nightlife",2.0,[],0,6
PtVJoVOcsll8TP2HnArLsw,Tyler's Bar & Grille,5343 Limestone Rd,Wilmington,3.0,80,"Venues & Event Spaces, Nightlife, Restaurants, American (New), American (Traditional), Bars, Event Planning & Services, Beer Bar",2.0,['classy'],1,8
UxP1VK4lTLKRu9cgjGhdaw,Brew Haha,"5329 Limestone Rd, Ste B",Wilmington,4.0,26,"Restaurants, Coffee & Tea, Food",2.0,[''],1,3
ijJLd8VHB-vPLWmHyyELYQ,Deerhead Hot Dogs,1233 Churchmans Rd,Newark,4.0,37,"American (Traditional), Chicken Wings, Hot Dogs, Food, Restaurants, Sandwiches, Cheesesteaks, Burgers",1.0,['casual'],1,8
pkNffAUPpdKaUuUUbhzLmQ,Philly Pretzel Factory,1718 Naamans Rd,Wilmington,2.5,11,"Bakeries, Food, Specialty Food, Restaurants, Pretzels, Hot Dogs",1.0,[''],1,6
5hID2DruRwIwit0BcLHTaw,Dunkin',201 S Dupont Hwy,New Castle,2.5,9,"Restaurants, Donuts, Food, Coffee & Tea",1.0,[''],1,4
uMoHJJg3zFNjh09WxN8HWA,Taqueria Atexquita,220 New Castle Ave,New Castle,3.5,5,"Mexican, Sandwiches, Restaurants, Seafood",,[''],1,4
6Ks2A_uQSvMrDa9_wl5aKg,Sunset Restaurant BBQ and Crabs,3007 New Castle Ave,New Castle,3.5,15,"Restaurants, Barbeque, Nurseries & Gardening, Home & Garden, Soul Food, Seafood, Sandwiches, Shopping",1.0,[],0,8
4WAgExw8IOQ_mcN1DUy4Iw,Benjamin's On 10th,204 W 10th St,Wilmington,4.0,13,"Fast Food, Sandwiches, Breakfast & Brunch, American (Traditional), Restaurants, Cafes",1.0,[],0,6
Co47eJ287hxR-9iqhnswcw,Twisted Soul Restaurant & Bar,413 N Market St,Wilmington,3.5,44,"Asian Fusion, Restaurants, Soul Food, American (Traditional), Cajun/Creole",2.0,"['intimate', 'trendy', 'casual']",3,5
DNvMHI_X3PEi9vTmMHO0Yg,TGI Fridays,128 N Dupont Hwy,New Castle,2.0,75,"American (Traditional), American (New), Restaurants, Bars, Nightlife, Burgers, Sports Bars",2.0,['casual'],1,7
3VZsvccKrkvmBshoAFrgGw,Dominican Cafe,1223 W 4th St,Wilmington,4.0,14,"Caribbean, Restaurants, Dominican",1.0,[],0,3
SUththHA3pfnkQT3Tu27IQ,Pat's Pizza & Pasta,606 E Basin Rd,New Castle,3.0,22,"Pasta Shops, Italian, Sandwiches, Specialty Food, Food, Cheesesteaks, Pizza, Restaurants",1.0,[],0,8
nNKZXzq3kT71E6R3JX9RPg,Grotto Pizza,1819 Pennsylvania Ave,Wilmington,3.0,71,"Pizza, Restaurants, Burgers",2.0,['casual'],1,3
KrJcaM7Fh-NClOIXfB-s4g,Espresso! Coffee Bar,1201 N Market St,Wilmington,4.5,5,"Cafes, Food, Bakeries, Restaurants, Juice Bars & Smoothies, Coffee & Tea",2.0,[''],1,6
ctppPuguEKktu2X7SaOf-g,Wendy's,2151 Kirkwood Hwy,Wilmington,3.5,7,"Burgers, Fast Food, Restaurants",1.0,[],0,3
VlzexKYF6St7-N4tAoGBqg,Pinang Asian Cuisine,218 Louviers Dr,Newark,4.0,142,"Asian Fusion, Thai, Malaysian, Japanese, Restaurants",2.0,['casual'],1,5
7ABcgM9T7SD7H_-MLy61MQ,Riverfront Market,3 S Orange St,Wilmington,3.5,21,"Shopping Centers, Shopping, Food, Specialty Food, Fruits & Veggies, Sushi Bars, Restaurants",2.0,[''],1,7
RKgn1CwGm8FCH0hKOTDG3g,Vinoteca 902,902 N Market St,Wilmington,3.5,14,"Mediterranean, Restaurants",3.0,[''],1,2
TdLZpW0GG0NXsBjtX_SlRg,Hibachi Express,752 E Chestnut Hill Rd,Newark,3.0,21,"Japanese, Restaurants",1.0,[''],1,2
vMWBVI5ky6c1gfuPB7ZTLQ,Urban Cafe,"1201 N Market St, Ste 110",Wilmington,4.0,17,"Restaurants, Food, Ice Cream & Frozen Yogurt, Caterers, Event Planning & Services, Cafes, Breakfast & Brunch, Sandwiches",1.0,[],0,8
NQkqbnHOPwvaBGdhP_03qA,Doc's Meat Market,7288 Lancaster Pike,Hockessin,5.0,8,"Meat Shops, Restaurants, Specialty Food, Food, Butcher, Delis",2.0,[''],1,6
7VrD6atyAIOPJAEdAvsA1g,Capriotti's Sandwich Shop,120 Lantana Dr,Hockessin,3.0,55,"Sandwiches, Delis, Restaurants",1.0,['casual'],1,3
Hx8DHtPTRq-Qa98fRCTofA,Burger King,101 N Dupont Pkwy,New Castle,2.0,15,"Fast Food, Burgers, Restaurants",1.0,[''],1,3
HBuQAJvypwNerylr03XqQg,Tokyo Express,4146 Ogletown Stanton Rd,Newark,4.0,53,"Japanese, Sushi Bars, Restaurants",1.0,['casual'],1,3
gAiAwgSFAzT2yFXyL6dVcg,Moe's Southwest Grill,4717 Kirkwood Hwy,Wilmington,2.0,46,"Tex-Mex, Specialty Food, Mexican, Food, Restaurants",1.0,['casual'],1,5
T4RdefWsIRfo_36Bv8X15g,Dunkin',1730 Marsh Rd,Wilmington,2.5,8,"Coffee & Tea, Donuts, Restaurants, Food",1.0,[''],1,4
Te4yTJ7blab4s_JTAF71Iw,Sakura Japanese Sushi Restaurant,1203 Kirkwood Hwy,Wilmington,4.5,178,"Sushi Bars, Noodles, Restaurants, Asian Fusion, Japanese",2.0,[],0,5
b9cdwGoH4oetEYA5b1YpDw,Limoncello Italian Grill,4621 Ogletown Stanton Rd,Newark,3.5,15,"Restaurants, Italian",2.0,['casual'],1,2
nUwlAKUoxCJb3SDAxpymbA,Mimi Teriyaki,925 N Orange St,Wilmington,4.5,14,"Chinese, Restaurants, Korean, Japanese",,[],0,4
ByD67fU4LfLkNMpMZXdAYQ,Zoes Kitchen,2150 Fashion Center Blvd,Newark,3.5,63,"Restaurants, Mediterranean, Greek, Kebab, Steakhouses, Sandwiches",1.0,[],0,6
5vNalmeJRlPQR0HGfyCq7A,Café Valentina,1323 Mckennans Church Rd,Wilmington,3.5,54,"Italian, Restaurants",2.0,['casual'],1,2
enWMHykIbIYAX1ChWQURZA,China Inn Restaurant,2308 A Concord Pike,Wilmington,4.0,16,"Chinese, Restaurants",1.0,[],0,2
fmM5dA09gigXH0nCb9nEvw,Casa Tropical Latin Cuisine,4015 Concord Pike,Wilmington,3.0,11,"Latin American, Restaurants",,[],0,2
qzNMDrjffJGMa1TVgmdS0g,Nicely's Jamaican Kitchen,301 W 4th St,Wilmington,5.0,12,"Restaurants, Seafood, Caribbean",,[],0,3
pWIO8FCZqnPxTwt7lURk8w,Smiley's Diner,1025 Christiana Rd,Newark,3.5,80,"Restaurants, Diners",1.0,['casual'],1,2
YCfMNP_1YCTXTKlrnw44vQ,Brandywine Diner,303 Rocky Run Pkwy,Wilmington,3.5,59,"Diners, Breakfast & Brunch, Greek, Mediterranean, Restaurants",,['casual'],1,5
1XJ1kOixnDEfnTrRfyjUiw,Delaware Taco Festival,801 Shipyard Dr,Wilmington,2.0,8,"Mexican, Local Flavor, Restaurants, Arts & Entertainment, Festivals",3.0,[],0,5
JEpsrFGIH4ixJJ4q2yUb_A,Godavari,3615 Kirkwood Hwy,Wilmington,3.5,161,"Beer, Wine & Spirits, Food, Buffets, Indian, Restaurants, Asian Fusion",2.0,['casual'],1,7
pvwdXO69MQKeAEFwcISnFA,Kabob On Wheels,1401 N Dupont Hwy,Wilmington Manor,5.0,60,"Halal, Food, Afghan, Mediterranean, Restaurants, Food Trucks",1.0,['casual'],1,6
FJSIOZotIVrgvqMuBQ7y7w,International Super Buffet,2021 Kirkwood Hwy,Wilmington,1.0,7,"Buffets, Asian Fusion, Restaurants, Japanese",2.0,[],0,4
kMVROdQZoNoQBmvvpe78LA,Al Chu’s Sushi,111 W 10th St,Wilmington,4.5,14,"Restaurants, Sushi Bars",,[''],1,2
IZMHmGH1NbULyreLPx3t9A,River Rock Kitchen,818 Shipyard Dr,Wilmington,3.5,56,"Venues & Event Spaces, Event Planning & Services, Tapas/Small Plates, Bars, Restaurants, Breakfast & Brunch, Nightlife, Cocktail Bars, American (New)",2.0,"['trendy', 'classy']",2,9
Qpyp_qwSCxb6a0PsLcJnwA,Redfire Grill and Steakhouse,400 Lantana Dr,Hockessin,3.5,99,"Restaurants, Steakhouses",2.0,['classy'],1,2
01ikDdFTvc2-YXeyv-YXjg,Two Stones Pub,2502 Foulk Rd,Wilmington,4.0,158,"Restaurants, American (New), Gastropubs",2.0,['casual'],1,3
Z4S1pssoLucE1DT7aervXQ,Fuddruckers,40 Geoffrey Dr,Newark,3.5,75,"Restaurants, American (Traditional), Burgers",2.0,['casual'],1,3
yih0BSPRXzPlc8qVNlYs-g,Romeo's Pizza & Restaurant,1812 Marsh Rd,Wilmington,3.0,15,"Sandwiches, Pizza, Restaurants",1.0,[],0,3
K6SQfxBapNAIVr_C73ohlw,Rasa Sayang,"4737 Concord Pike, Unit 830, Concord Mall",Wilmington,4.0,260,"Restaurants, Malaysian, Thai, Indian",2.0,['casual'],1,4
zVagjsscMqU6ztrFvv6hOg,MrBeast Burger,,Newark,3.5,7,"Food, Restaurants, Food Delivery Services, Burgers",,['classy'],1,4
953cL2plLpQtabKer3r9aQ,Catch 202,4723 Concord Pike,Wilmington,3.0,59,"Italian, Seafood, American (Traditional), Restaurants",2.0,[],0,4
P6DfeEXFpV_Z6RJRMZ6oXQ,Domino's Pizza,1728 Marsh Rd,Wilmington,2.0,15,"Appliances, Sandwiches, Chicken Wings, Home & Garden, Appliances & Repair, Local Services, Restaurants, Shopping, Pizza",1.0,[],0,9
rBYX6kKsDt24uFdyAEs5iw,The Original Hot Bagels,4738 Limestone Rd,Wilmington,3.5,14,"Food, Bagels, Restaurants, Breakfast & Brunch",,[''],1,4
yBfY-xIpN_OmxyXfoX0bTQ,Einstein Bros. Bagels,1732 Marsh Rd,Wilmington,2.5,39,"Bagels, Food, Breakfast & Brunch, Sandwiches, Restaurants",1.0,[''],1,5
ifGlDvwm_6ralFBNb35Bkg,Panda Express,113 South Dupont Highway,New Castle,2.5,12,"Restaurants, Chinese, Fast Food",,[''],1,3
lNi997C0gpQMlKW4LIIdrg,Arby's,4000 Concord Pike,Wilmington,3.5,14,"Sandwiches, American (Traditional), Fast Food, Restaurants, Burgers",1.0,[],0,5
PMv1-zywWOnHcmvcnB30HQ,Legends,777 Delaware Park Blvd,Wilmington,3.0,19,"American (Traditional), Food, Restaurants",3.0,"['classy', 'casual']",2,3
B8oETYiwY33NGixjU6Z0oA,Chipotle Mexican Grill,115A S Dupont Hwy,New Castle,2.0,14,"Restaurants, Fast Food, Mexican",1.0,[''],1,3
SWrUyOkijbZPp6If7UMzjw,1000 Degrees Pizza,4526 New Linden Hill Rd,Wilmington,3.0,32,"Chicken Wings, Pizza, Salad, Restaurants",2.0,['casual'],1,4
5L918sNOVHcCJKZ7RWATBw,Washington Street Ale House,1206 Washington St,Wilmington,3.5,238,"Nightlife, Bars, Restaurants, American (Traditional), Burgers",2.0,['casual'],1,5
RubysERTZxfYrkkzgYOlXg,Eppy's Authentic Bar-B-Que & Fried Chicken,1504 Philadelphia Pike,Wilmington,4.0,7,"Barbeque, Restaurants",2.0,['casual'],1,2
CLUKvU_lTOcCQi6_24lzOg,Bonefish Grill,"4737 Concord Pike St, Ste 455",Wilmington,3.5,138,"Restaurants, Seafood, Bars, American (New), Cocktail Bars, Nightlife",2.0,"['classy', 'casual']",2,6
r19qAeTxkc-aes2UVt9v5Q,Pizza by Elizabeths,4019 Kennett Pike,Wilmington,3.5,65,"Restaurants, Pizza",2.0,"['classy', 'trendy', 'upscale']",3,2
R5yCU9dJnGcXw3voSB7pKg,Del Pez Mexican Gastropub,400 Justison St,Wilmington,3.5,290,"Breweries, Restaurants, Food, Gastropubs, Latin American, New Mexican Cuisine, Pubs, Bars, Nightlife, Tacos, Mexican, Salad",2.0,"['trendy', 'casual']",2,12
Wy3s-xxiqZBg5Y1eSzI2DQ,Tex-Mex Burrito,514 Philadelphia Pike,Wilmington,4.0,27,"Tacos, Mexican, Tex-Mex, Restaurants",,['casual'],1,4
1MiuGnBgT6beHPfTJiCF7g,Zaikka Indian Grill,901 N King St,Wilmington,3.5,6,"Restaurants, Vegan, Indian, Vegetarian",1.0,[],0,4
b9bzEYHseU0ceo7-0XaXqg,honeygrow,3200 Fashion Center Blvd Christiana De,Christiana,3.5,61,"Vegetarian, Noodles, Restaurants, Salad",2.0,"['trendy', 'casual']",2,4
lm-KtpMuHoPVCkC7zpr_xg,The Perfect Cup Cafe,7460 Lancaster Pike,Hockessin,3.5,97,"Coffee & Tea, Breakfast & Brunch, Bakeries, Restaurants, Specialty Food, Food, Sandwiches",2.0,['casual'],1,7
i0Q1qSWUsyMJcbcTNJBtIw,Manhattan Bagel,3209B Concord Pike,Wilmington,4.0,19,"Bagels, Restaurants, Sandwiches, Food, Breakfast & Brunch",1.0,['casual'],1,5
WroosnY3U0t_Lg1U_3s8AQ,IHOP,2001 Concord Pike,Wilmington,3.0,60,"Restaurants, Breakfast & Brunch, Burgers, American (Traditional), American (New)",1.0,[],0,5
YxRqBrepifOBU7KO4b4BDg,Ernest & Scott Taproom,902 N Market St,Wilmington,3.5,119,"Nightlife, American (New), American (Traditional), Beer Bar, Bars, Restaurants, Cocktail Bars",2.0,['casual'],1,7
eZV80xPOehww63KQWdrviQ,Mazza,2909 1/2 Concord Pike,Wilmington,3.0,8,"Restaurants, Indian",2.0,['casual'],1,2
lqMOJ_cVSvVU-lferJVPLg,La Pizzeria Metro,3101 Miller Rd,Wilmington,4.5,94,"Restaurants, Pizza",2.0,['casual'],1,2
8MzZuGJVuA_HzzQ-QKDpTg,Tandoori Restaurant,2671 Kirkwood Hwy,Newark,3.0,21,"Pakistani, Indian, Buffets, Restaurants, Halal",2.0,[],0,5
4To3eljiM2DlF-D7Fih8iQ,MidiCi The Neapolitan Pizza Company,3256 Fashion Center Blvd,Newark,4.0,84,"Pizza, Restaurants, Nightlife, Bars, Italian, Cocktail Bars",2.0,['classy'],1,6
yTVTy75PHthgHH1ZcGVbZg,Mrs. Robino's Restaurant,520 N Union St,Wilmington,3.5,188,"Restaurants, Italian",2.0,['casual'],1,2
kFx4Nq2WhoIlCx7Adrzo8Q,Señor Tortilla,1730 W Newport Pike,Wilmington,5.0,16,"Food, Street Vendors, Food Stands, Mexican, Restaurants",1.0,[''],1,5
TlaXeIvS_0yQhjWTLHCLSA,Sciarrinos Pizza,2310 Carpenter Station Rd,Wilmington,3.5,67,"Food Delivery Services, Burgers, Pizza, Food, Restaurants, Sandwiches",2.0,['casual'],1,6
lwJllJ5e4CLHdliOPEfgGg,Rice Restaurant,2015 Limestone Rd,Wilmington,4.0,138,"Asian Fusion, Chinese, Restaurants, Japanese",2.0,"['trendy', 'classy', 'casual']",3,4
Wj2Rb6wGmejjYuZgRpNuNw,Nirvana Fine Indian Cuisine,"1601 Concord Pike, Ste 5-13",Wilmington,3.0,124,"Pakistani, Buffets, Restaurants, Indian",2.0,['casual'],1,4
CUckmG16ZfLaLogSDlSNYw,El Cantaro,181 S Dupont Hwy,New Castle,4.0,5,"Mexican, Restaurants",,[''],1,2
